1	,	0	,	1	,	1	,	1800	,	0	,	0	,	0	,	-0.60000000	,	2.85000000	,	0.07500000	,	-0.75000000	,	2.90000000	,	0.00000000	,	-0.75000000	,	2.80000000	,	0.00000000	,	-0.75000000	,	2.80000000	,	0.15000000	,	-0.75000000	,	2.90000000	,	0.15000000	,	-0.45000000	,	2.90000000	,	0.00000000	,	-0.45000000	,	2.90000000	,	0.15000000	,	-0.45000000	,	2.80000000	,	0.00000000	,	-0.45000000	,	2.80000000	,	0.15000000																																																		
2	,	0	,	1	,	1	,	1800	,	0	,	0	,	0	,	-0.30000000	,	2.85000000	,	0.07500000	,	-0.45000000	,	2.90000000	,	0.00000000	,	-0.45000000	,	2.80000000	,	0.00000000	,	-0.45000000	,	2.80000000	,	0.15000000	,	-0.45000000	,	2.90000000	,	0.15000000	,	-0.15000000	,	2.90000000	,	0.00000000	,	-0.15000000	,	2.90000000	,	0.15000000	,	-0.15000000	,	2.80000000	,	0.00000000	,	-0.15000000	,	2.80000000	,	0.15000000																																																		
3	,	0	,	1	,	1	,	1800	,	0	,	0	,	0	,	0.00000000	,	2.85000000	,	0.07500000	,	-0.15000000	,	2.90000000	,	0.00000000	,	-0.15000000	,	2.80000000	,	0.00000000	,	-0.15000000	,	2.80000000	,	0.15000000	,	-0.15000000	,	2.90000000	,	0.15000000	,	0.15000000	,	2.90000000	,	0.00000000	,	0.15000000	,	2.90000000	,	0.15000000	,	0.15000000	,	2.80000000	,	0.00000000	,	0.15000000	,	2.80000000	,	0.15000000																																																		
4	,	0	,	1	,	1	,	1800	,	0	,	0	,	0	,	0.30000000	,	2.85000000	,	0.07500000	,	0.15000000	,	2.90000000	,	0.00000000	,	0.15000000	,	2.80000000	,	0.00000000	,	0.15000000	,	2.80000000	,	0.15000000	,	0.15000000	,	2.90000000	,	0.15000000	,	0.45000000	,	2.90000000	,	0.00000000	,	0.45000000	,	2.90000000	,	0.15000000	,	0.45000000	,	2.80000000	,	0.00000000	,	0.45000000	,	2.80000000	,	0.15000000																																																		
5	,	0	,	1	,	1	,	1800	,	0	,	0	,	0	,	0.60000000	,	2.85000000	,	0.07500000	,	0.45000000	,	2.90000000	,	0.00000000	,	0.45000000	,	2.80000000	,	0.00000000	,	0.45000000	,	2.80000000	,	0.15000000	,	0.45000000	,	2.90000000	,	0.15000000	,	0.75000000	,	2.90000000	,	0.00000000	,	0.75000000	,	2.90000000	,	0.15000000	,	0.75000000	,	2.80000000	,	0.00000000	,	0.75000000	,	2.80000000	,	0.15000000																																																		
6	,	0	,	1	,	1	,	1800	,	0	,	0	,	0	,	-0.60000000	,	2.85000000	,	-0.07500000	,	-0.75000000	,	2.90000000	,	-0.15000000	,	-0.75000000	,	2.80000000	,	-0.15000000	,	-0.75000000	,	2.80000000	,	0.00000000	,	-0.75000000	,	2.90000000	,	0.00000000	,	-0.45000000	,	2.90000000	,	-0.15000000	,	-0.45000000	,	2.90000000	,	0.00000000	,	-0.45000000	,	2.80000000	,	-0.15000000	,	-0.45000000	,	2.80000000	,	0.00000000																																																		
7	,	0	,	1	,	1	,	1800	,	0	,	0	,	0	,	-0.30000000	,	2.85000000	,	-0.07500000	,	-0.45000000	,	2.90000000	,	-0.15000000	,	-0.45000000	,	2.80000000	,	-0.15000000	,	-0.45000000	,	2.80000000	,	0.00000000	,	-0.45000000	,	2.90000000	,	0.00000000	,	-0.15000000	,	2.90000000	,	-0.15000000	,	-0.15000000	,	2.90000000	,	0.00000000	,	-0.15000000	,	2.80000000	,	-0.15000000	,	-0.15000000	,	2.80000000	,	0.00000000																																																		
8	,	0	,	1	,	1	,	1800	,	0	,	0	,	0	,	0.00000000	,	2.85000000	,	-0.07500000	,	-0.15000000	,	2.90000000	,	-0.15000000	,	-0.15000000	,	2.80000000	,	-0.15000000	,	-0.15000000	,	2.80000000	,	0.00000000	,	-0.15000000	,	2.90000000	,	0.00000000	,	0.15000000	,	2.90000000	,	-0.15000000	,	0.15000000	,	2.90000000	,	0.00000000	,	0.15000000	,	2.80000000	,	-0.15000000	,	0.15000000	,	2.80000000	,	0.00000000																																																		
9	,	0	,	1	,	1	,	1800	,	0	,	0	,	0	,	0.30000000	,	2.85000000	,	-0.07500000	,	0.15000000	,	2.90000000	,	-0.15000000	,	0.15000000	,	2.80000000	,	-0.15000000	,	0.15000000	,	2.80000000	,	0.00000000	,	0.15000000	,	2.90000000	,	0.00000000	,	0.45000000	,	2.90000000	,	-0.15000000	,	0.45000000	,	2.90000000	,	0.00000000	,	0.45000000	,	2.80000000	,	-0.15000000	,	0.45000000	,	2.80000000	,	0.00000000																																																		
10	,	0	,	1	,	1	,	1800	,	0	,	0	,	0	,	0.60000000	,	2.85000000	,	-0.07500000	,	0.45000000	,	2.90000000	,	-0.15000000	,	0.45000000	,	2.80000000	,	-0.15000000	,	0.45000000	,	2.80000000	,	0.00000000	,	0.45000000	,	2.90000000	,	0.00000000	,	0.75000000	,	2.90000000	,	-0.15000000	,	0.75000000	,	2.90000000	,	0.00000000	,	0.75000000	,	2.80000000	,	-0.15000000	,	0.75000000	,	2.80000000	,	0.00000000																																																		
