1000	,	0	,	1	,	2700	,	-0.905237	,	1.914960	,	-1.024710	,	0.10
1001	,	0	,	1	,	2700	,	-0.768125	,	2.085430	,	-1.023680	,	0.10
1002	,	0	,	1	,	2700	,	-0.614329	,	2.215080	,	-1.018010	,	0.10
1003	,	0	,	1	,	2700	,	-0.438811	,	2.314060	,	-1.023520	,	0.10
1004	,	0	,	1	,	2700	,	-0.243255	,	2.379560	,	-1.024260	,	0.10
1005	,	0	,	1	,	2700	,	-0.033829	,	2.406620	,	-1.023400	,	0.10
1006	,	0	,	1	,	2700	,	0.241580	,	2.379900	,	-1.024710	,	0.10
1007	,	0	,	1	,	2700	,	0.431648	,	2.316960	,	-1.024710	,	0.10
1008	,	0	,	1	,	2700	,	0.627838	,	2.206420	,	-1.024600	,	0.10
1009	,	0	,	1	,	2700	,	0.813595	,	2.041960	,	-1.021760	,	0.10
1010	,	0	,	1	,	2700	,	1.001200	,	1.749950	,	-1.023790	,	0.10
1011	,	0	,	1	,	2700	,	-1.000970	,	1.750000	,	-0.954339	,	0.10
1012	,	0	,	1	,	2700	,	-0.841659	,	2.004800	,	-0.856067	,	0.10
1013	,	0	,	1	,	2700	,	-0.701223	,	2.149220	,	-0.826108	,	0.10
1014	,	0	,	1	,	2700	,	-0.536506	,	2.265240	,	-0.834617	,	0.10
1015	,	0	,	1	,	2700	,	-0.351151	,	2.349150	,	-0.832369	,	0.10
1016	,	0	,	1	,	2700	,	-0.153093	,	2.396970	,	-0.818717	,	0.10
1017	,	0	,	1	,	2700	,	0.122583	,	2.402850	,	-0.852017	,	0.10
1018	,	0	,	1	,	2700	,	0.508400	,	2.283290	,	-0.841300	,	0.10
1019	,	0	,	1	,	2700	,	0.676374	,	2.173080	,	-0.829587	,	0.10
1020	,	0	,	1	,	2700	,	0.820786	,	2.034660	,	-0.821448	,	0.10
1021	,	0	,	1	,	2700	,	1.000100	,	1.749970	,	-0.813103	,	0.10
1022	,	0	,	1	,	2700	,	-0.999966	,	1.749970	,	-0.682017	,	0.10
1023	,	0	,	1	,	2700	,	-0.810460	,	2.045020	,	-0.654023	,	0.10
1024	,	0	,	1	,	2700	,	-0.658973	,	2.186370	,	-0.630848	,	0.10
1025	,	0	,	1	,	2700	,	-0.479346	,	2.297790	,	-0.558574	,	0.10
1026	,	0	,	1	,	2700	,	-0.248268	,	2.378590	,	-0.627105	,	0.10
1027	,	0	,	1	,	2700	,	0.011514	,	2.406780	,	-0.670378	,	0.10
1028	,	0	,	1	,	2700	,	0.223707	,	2.383340	,	-0.655236	,	0.10
1029	,	0	,	1	,	2700	,	0.434573	,	2.315810	,	-0.652091	,	0.10
1030	,	0	,	1	,	2700	,	0.611208	,	2.217060	,	-0.642838	,	0.10
1031	,	0	,	1	,	2700	,	0.830463	,	2.020460	,	-0.444231	,	0.10
1032	,	0	,	1	,	2700	,	1.001130	,	1.749980	,	-0.581760	,	0.10
1033	,	0	,	1	,	2700	,	-0.999433	,	1.749980	,	-0.471755	,	0.10
1034	,	0	,	1	,	2700	,	-0.810158	,	2.045470	,	-0.452687	,	0.10
1035	,	0	,	1	,	2700	,	-0.666057	,	2.181500	,	-0.408532	,	0.10
1036	,	0	,	1	,	2700	,	-0.514348	,	2.279380	,	-0.317442	,	0.10
1037	,	0	,	1	,	2700	,	-0.291844	,	2.370210	,	-0.428091	,	0.10
1038	,	0	,	1	,	2700	,	-0.133027	,	2.400830	,	-0.276994	,	0.10
1039	,	0	,	1	,	2700	,	0.136917	,	2.400080	,	-0.419997	,	0.10
1040	,	0	,	1	,	2700	,	0.334180	,	2.356060	,	-0.462669	,	0.10
1041	,	0	,	1	,	2700	,	0.655626	,	2.188560	,	-0.433352	,	0.10
1042	,	0	,	1	,	2700	,	1.001060	,	1.920580	,	-0.477365	,	0.10
1043	,	0	,	1	,	2700	,	1.000150	,	1.749970	,	-0.372973	,	0.10
1044	,	0	,	1	,	2700	,	-1.001440	,	1.749980	,	-0.264628	,	0.10
1045	,	0	,	1	,	2700	,	-0.917084	,	1.900330	,	-0.366020	,	0.10
1046	,	0	,	1	,	2700	,	-0.655858	,	2.188360	,	-0.205866	,	0.10
1047	,	0	,	1	,	2700	,	-0.499753	,	2.288470	,	-0.111982	,	0.10
1048	,	0	,	1	,	2700	,	-0.346528	,	2.351030	,	-0.227717	,	0.10
1049	,	0	,	1	,	2700	,	-0.158063	,	2.396000	,	-0.078477	,	0.10
1050	,	0	,	1	,	2700	,	0.329005	,	2.358060	,	-0.236118	,	0.10
