0	,	0
0.005	,	0
0.01	,	0
0.015	,	0
0.02	,	0
0.025	,	0
0.03	,	0
0.035	,	0
0.04	,	0
0.045	,	0
0.05	,	0
0.055	,	0
0.06	,	0
0.065	,	0
0.07	,	0
0.075	,	0
0.08	,	0
0.085	,	0
0.09	,	0
0.095	,	0
0.1	,	0
0.105	,	0
0.11	,	0
0.115	,	0
0.12	,	0
0.125	,	0
0.13	,	0
0.135	,	0
0.14	,	0
0.145	,	0
0.15	,	0
0.155	,	0
0.16	,	0
0.165	,	0
0.17	,	0
0.175	,	0
0.18	,	0
0.185	,	0
0.19	,	0
0.195	,	0
0.2	,	0
0.205	,	0
0.21	,	0
0.215	,	0
0.22	,	0
0.225	,	0
0.23	,	0
0.235	,	0
0.24	,	0
0.245	,	0
0.25	,	0
0.255	,	0
0.26	,	0
0.265	,	0
0.27	,	0
0.275	,	0
0.28	,	0
0.285	,	0
0.29	,	0
0.295	,	0
0.3	,	0
0.305	,	0
0.31	,	0
0.315	,	0
0.32	,	0
0.325	,	0
0.33	,	0
0.335	,	0
0.34	,	0
0.345	,	0
0.35	,	0
0.355	,	0
0.36	,	0
0.365	,	0
0.37	,	0
0.375	,	0
0.38	,	0
0.385	,	0
0.39	,	0
0.395	,	0
0.4	,	0
0.405	,	0
0.41	,	0
0.415	,	0
0.42	,	0
0.425	,	0
0.43	,	0
0.435	,	0
0.44	,	0
0.445	,	0
0.45	,	0
0.455	,	0
0.46	,	0
0.465	,	0
0.47	,	0
0.475	,	0
0.48	,	0
0.485	,	0
0.49	,	0
0.495	,	0
0.5	,	0
0.505	,	0
0.51	,	0
0.515	,	0
0.52	,	0
0.525	,	0
0.53	,	0
0.535	,	0
0.54	,	0
0.545	,	0
0.55	,	0
0.555	,	0
0.56	,	0
0.565	,	0
0.57	,	0
0.575	,	0
0.58	,	0
0.585	,	0
0.59	,	0
0.595	,	0
0.6	,	0
0.605	,	0
0.61	,	0
0.615	,	0
0.62	,	0
0.625	,	0
0.63	,	0
0.635	,	0
0.64	,	0
0.645	,	0
0.65	,	0
0.655	,	0
0.66	,	0
0.665	,	0
0.67	,	0
0.675	,	0
0.68	,	0
0.685	,	0
0.69	,	0
0.695	,	0
0.7	,	0
0.705	,	0
0.71	,	0
0.715	,	0
0.72	,	0
0.725	,	0
0.73	,	0
0.735	,	0
0.74	,	0
0.745	,	0
0.75	,	0
0.755	,	0
0.76	,	0
0.765	,	0
0.77	,	0
0.775	,	0
0.78	,	0
0.785	,	0
0.79	,	0
0.795	,	0
0.8	,	0
0.805	,	0
0.81	,	0
0.815	,	0
0.82	,	0
0.825	,	0
0.83	,	0
0.835	,	0
0.84	,	0
0.845	,	0
0.85	,	0
0.855	,	0
0.86	,	0
0.865	,	0
0.87	,	0
0.875	,	0
0.88	,	0
0.885	,	0
0.89	,	0
0.895	,	0
0.9	,	0
0.905	,	0
0.91	,	0
0.915	,	0
0.92	,	0
0.925	,	0
0.93	,	0
0.935	,	0
0.94	,	0
0.945	,	0
0.95	,	0
0.955	,	0
0.96	,	0
0.965	,	0
0.97	,	0
0.975	,	0
0.98	,	0
0.985	,	0
0.99	,	0
0.995	,	0
1	,	0
1.005	,	0
1.01	,	0.0001
1.015	,	0.0001
1.02	,	0.0002
1.025	,	0.0004
1.03	,	0.0005
1.035	,	0.0007
1.04	,	0.001
1.045	,	0.0012
1.05	,	0.0015
1.055	,	0.0018
1.06	,	0.0022
1.065	,	0.0026
1.07	,	0.003
1.075	,	0.0034
1.08	,	0.0039
1.085	,	0.0044
1.09	,	0.0049
1.095	,	0.0054
1.1	,	0.006
1.105	,	0.0066
1.11	,	0.0073
1.115	,	0.0079
1.12	,	0.0086
1.125	,	0.0094
1.13	,	0.0101
1.135	,	0.0109
1.14	,	0.0117
1.145	,	0.0125
1.15	,	0.0134
1.155	,	0.0143
1.16	,	0.0152
1.165	,	0.0161
1.17	,	0.0171
1.175	,	0.0181
1.18	,	0.0191
1.185	,	0.0201
1.19	,	0.0212
1.195	,	0.0223
1.2	,	0.0234
1.205	,	0.0245
1.21	,	0.0257
1.215	,	0.0269
1.22	,	0.0281
1.225	,	0.0293
1.23	,	0.0305
1.235	,	0.0318
1.24	,	0.0331
1.245	,	0.0344
1.25	,	0.0357
1.255	,	0.0371
1.26	,	0.0384
1.265	,	0.0398
1.27	,	0.0412
1.275	,	0.0426
1.28	,	0.0441
1.285	,	0.0455
1.29	,	0.047
1.295	,	0.0485
1.3	,	0.05
1.305	,	0.0515
1.31	,	0.0531
1.315	,	0.0546
1.32	,	0.0562
1.325	,	0.0577
1.33	,	0.0593
1.335	,	0.0609
1.34	,	0.0625
1.345	,	0.0642
1.35	,	0.0658
1.355	,	0.0674
1.36	,	0.0691
1.365	,	0.0708
1.37	,	0.0724
1.375	,	0.0741
1.38	,	0.0758
1.385	,	0.0775
1.39	,	0.0792
1.395	,	0.0809
1.4	,	0.0826
1.405	,	0.0844
1.41	,	0.0861
1.415	,	0.0878
1.42	,	0.0895
1.425	,	0.0913
1.43	,	0.093
1.435	,	0.0948
1.44	,	0.0965
1.445	,	0.0983
1.45	,	0.1
1.455	,	0.1017
1.46	,	0.1035
1.465	,	0.1052
1.47	,	0.107
1.475	,	0.1087
1.48	,	0.1105
1.485	,	0.1122
1.49	,	0.1139
1.495	,	0.1156
1.5	,	0.1174
1.505	,	0.1191
