0.000	0.0000000
0.005	0.0000000
0.010	0.0000000
0.015	0.0000000
0.020	0.0000000
0.025	0.0000000
0.030	0.0000000
0.035	0.0000000
0.040	0.0000000
0.045	0.0000000
0.050	0.0000000
0.055	0.0000000
0.060	0.0000000
0.065	0.0000000
0.070	0.0000000
0.075	0.0000000
0.080	0.0000000
0.085	0.0000000
0.090	0.0000000
0.095	0.0000000
0.100	0.0000000
0.105	-0.0005316
0.110	-0.0005320
0.115	-0.0005324
0.120	-0.0005328
0.125	-0.0005331
0.130	-0.0005335
0.135	-0.0005339
0.140	-0.0005343
0.145	-0.0005346
0.150	-0.0005350
0.155	-0.0005354
0.160	-0.0005358
0.165	-0.0005362
0.170	-0.0005365
0.175	-0.0005369
0.180	-0.0005373
0.185	-0.0005377
0.190	-0.0005381
0.195	-0.0005384
0.200	-0.0005388
0.205	-0.0005392
0.210	-0.0005396
0.215	-0.0005399
0.220	-0.0005403
0.225	-0.0005407
0.230	-0.0005410
0.235	-0.0005414
0.240	-0.0005418
0.245	-0.0005422
0.250	-0.0005425
0.255	-0.0005429
0.260	-0.0005433
0.265	-0.0005437
0.270	-0.0005440
0.275	-0.0005444
0.280	-0.0005448
0.285	-0.0005451
0.290	-0.0005455
0.295	-0.0005459
0.300	-0.0005463
0.305	-0.0005466
0.310	-0.0005470
0.315	-0.0005474
0.320	-0.0005477
0.325	-0.0005481
0.330	-0.0005485
0.335	-0.0005489
0.340	-0.0005492
0.345	-0.0005496
0.350	-0.0005500
0.355	-0.0005503
0.360	-0.0005507
0.365	-0.0005511
0.370	-0.0005514
0.375	-0.0005518
0.380	-0.0005522
0.385	-0.0005525
0.390	-0.0005529
0.395	-0.0005533
0.400	-0.0005536
0.405	-0.0005540
0.410	-0.0005544
0.415	-0.0005547
0.420	-0.0005551
0.425	-0.0005554
0.430	-0.0005558
0.435	-0.0005562
0.440	-0.0005565
0.445	-0.0005569
0.450	-0.0005573
0.455	-0.0005576
0.460	-0.0005580
0.465	-0.0005584
0.470	-0.0005587
0.475	-0.0005591
0.480	-0.0005594
0.485	-0.0005598
0.490	-0.0005602
0.495	-0.0005605
0.500	-0.0005609
0.505	-0.0005613
0.510	-0.0005616
0.515	-0.0005620
0.520	-0.0005623
0.525	-0.0005627
0.530	-0.0005631
0.535	-0.0005634
0.540	-0.0005638
0.545	-0.0005641
0.550	-0.0005645
0.555	-0.0005649
0.560	-0.0005652
0.565	-0.0005656
0.570	-0.0005659
0.575	-0.0005663
0.580	-0.0005666
0.585	-0.0005670
0.590	-0.0005674
0.595	-0.0005677
0.600	-0.0005681
0.605	-0.0005684
0.610	-0.0005688
0.615	-0.0005691
0.620	-0.0005695
0.625	-0.0005699
0.630	-0.0005702
0.635	-0.0005706
0.640	-0.0005709
0.645	-0.0005713
0.650	-0.0005716
0.655	-0.0005720
0.660	-0.0005723
0.665	-0.0005727
0.670	-0.0005731
0.675	-0.0005734
0.680	-0.0005738
0.685	-0.0005741
0.690	-0.0005744
0.695	-0.0005748
0.700	-0.0005751
0.705	-0.0005755
0.710	-0.0005758
0.715	-0.0005762
0.720	-0.0005765
0.725	-0.0005769
0.730	-0.0005772
0.735	-0.0005776
0.740	-0.0005779
0.745	-0.0005783
0.750	-0.0005786
0.755	-0.0005790
0.760	-0.0005793
0.765	-0.0005796
0.770	-0.0005800
0.775	-0.0005803
0.780	-0.0005807
0.785	-0.0005810
0.790	-0.0005814
0.795	-0.0005817
0.800	-0.0005821
0.805	-0.0005824
0.810	-0.0005828
0.815	-0.0005831
0.820	-0.0005835
0.825	-0.0005838
0.830	-0.0005841
0.835	-0.0005845
0.840	-0.0005848
0.845	-0.0005852
0.850	-0.0005855
0.855	-0.0005859
0.860	-0.0005862
0.865	-0.0005866
0.870	-0.0005869
0.875	-0.0005873
0.880	-0.0005876
0.885	-0.0005879
0.890	-0.0005883
0.895	-0.0005886
0.900	-0.0005890
0.905	-0.0005893
0.910	-0.0005897
0.915	-0.0005900
0.920	-0.0005903
0.925	-0.0005907
0.930	-0.0005910
0.935	-0.0005913
0.940	-0.0005917
0.945	-0.0005920
0.950	-0.0005923
0.955	-0.0005927
0.960	-0.0005930
0.965	-0.0005933
0.970	-0.0005937
0.975	-0.0005940
0.980	-0.0005944
0.985	-0.0005947
0.990	-0.0005950
0.995	-0.0005954
1.000	-0.0005957
1.005	-0.0005961
1.010	-0.0005964
1.015	-0.0005967
1.020	-0.0005971
1.025	-0.0005974
1.030	-0.0005977
1.035	-0.0005981
1.040	-0.0005984
1.045	-0.0005987
1.050	-0.0005991
1.055	-0.0005994
1.060	-0.0005997
1.065	-0.0006001
1.070	-0.0006004
1.075	-0.0006007
1.080	-0.0006010
1.085	-0.0006014
1.090	-0.0006017
1.095	-0.0006020
1.100	-0.0006024
1.105	-0.0006027
1.110	-0.0006030
1.115	-0.0006034
1.120	-0.0006037
1.125	-0.0006040
1.130	-0.0006044
1.135	-0.0006047
1.140	-0.0006050
1.145	-0.0006054
1.150	-0.0006057
1.155	-0.0006060
1.160	-0.0006064
1.165	-0.0006067
1.170	-0.0006070
1.175	-0.0006074
1.180	-0.0006077
1.185	-0.0006080
1.190	-0.0006083
1.195	-0.0006087
1.200	-0.0006090
1.205	-0.0006093
1.210	-0.0006096
1.215	-0.0006100
1.220	-0.0006103
1.225	-0.0006106
1.230	-0.0006109
1.235	-0.0006112
1.240	-0.0006116
1.245	-0.0006119
1.250	-0.0006122
1.255	-0.0006125
1.260	-0.0006128
1.265	-0.0006132
1.270	-0.0006135
1.275	-0.0006138
1.280	-0.0006141
1.285	-0.0006144
1.290	-0.0006148
1.295	-0.0006151
1.300	-0.0006154
1.305	-0.0006157
1.310	-0.0006160
1.315	-0.0006163
1.320	-0.0006166
1.325	-0.0006170
1.330	-0.0006173
1.335	-0.0006176
1.340	-0.0006179
1.345	-0.0006182
1.350	-0.0006185
1.355	-0.0006188
1.360	-0.0006191
1.365	-0.0006194
1.370	-0.0006197
1.375	-0.0006200
1.380	-0.0006203
1.385	-0.0006206
1.390	-0.0006209
1.395	-0.0006212
1.400	-0.0006215
1.405	-0.0006218
1.410	-0.0006221
1.415	-0.0006225
1.420	-0.0006228
1.425	-0.0006231
1.430	-0.0006234
1.435	-0.0006237
1.440	-0.0006240
1.445	-0.0006243
1.450	-0.0006246
1.455	-0.0006249
1.460	-0.0006252
1.465	-0.0006255
1.470	-0.0006258
1.475	-0.0006261
1.480	-0.0006264
1.485	-0.0006267
1.490	-0.0006270
1.495	-0.0006273
1.500	-0.0006276
1.505	-0.0006279
1.510	-0.0006282
1.515	-0.0006285
1.520	-0.0006288
1.525	-0.0006291
1.530	-0.0006294
1.535	-0.0006297
1.540	-0.0006300
1.545	-0.0006303
1.550	-0.0006306
1.555	-0.0006309
1.560	-0.0006312
1.565	-0.0006315
1.570	-0.0006318
1.575	-0.0006321
1.580	-0.0006324
1.585	-0.0006327
1.590	-0.0006329
1.595	-0.0006332
1.600	-0.0006335
1.605	-0.0006338
1.610	-0.0006341
1.615	-0.0006344
1.620	-0.0006347
1.625	-0.0006350
1.630	-0.0006353
1.635	-0.0006356
1.640	-0.0006359
1.645	-0.0006362
1.650	-0.0006364
1.655	-0.0006367
1.660	-0.0006370
1.665	-0.0006373
1.670	-0.0006376
1.675	-0.0006379
1.680	-0.0006382
1.685	-0.0006385
1.690	-0.0006388
1.695	-0.0006390
1.700	-0.0006393
1.705	-0.0006396
1.710	-0.0006399
1.715	-0.0006402
1.720	-0.0006405
1.725	-0.0006407
1.730	-0.0006410
1.735	-0.0006413
1.740	-0.0006416
1.745	-0.0006418
1.750	-0.0006421
1.755	-0.0006424
1.760	-0.0006427
1.765	-0.0006429
1.770	-0.0006432
1.775	-0.0006435
1.780	-0.0006438
1.785	-0.0006440
1.790	-0.0006443
1.795	-0.0006446
1.800	-0.0006449
1.805	-0.0006451
1.810	-0.0006454
1.815	-0.0006457
1.820	-0.0006460
1.825	-0.0006463
1.830	-0.0006465
1.835	-0.0006468
1.840	-0.0006471
1.845	-0.0006474
1.850	-0.0006476
1.855	-0.0006479
1.860	-0.0006482
1.865	-0.0006484
1.870	-0.0006487
1.875	-0.0006490
1.880	-0.0006492
1.885	-0.0006495
1.890	-0.0006498
1.895	-0.0006500
1.900	-0.0006503
1.905	-0.0006506
1.910	-0.0006508
1.915	-0.0006511
1.920	-0.0006514
1.925	-0.0006516
1.930	-0.0006519
1.935	-0.0006521
1.940	-0.0006524
1.945	-0.0006526
1.950	-0.0006529
1.955	-0.0006532
1.960	-0.0006534
1.965	-0.0006537
1.970	-0.0006539
1.975	-0.0006542
1.980	-0.0006544
1.985	-0.0006547
1.990	-0.0006550
1.995	-0.0006552
2.000	-0.0006555
2.005	-0.0006557
2.010	-0.0006560
2.015	-0.0006562
2.020	-0.0006565
2.025	-0.0006567
2.030	-0.0006570
2.035	-0.0006572
2.040	-0.0006575
2.045	-0.0006577
2.050	-0.0006580
2.055	-0.0006582
2.060	-0.0006585
2.065	-0.0006587
2.070	-0.0006590
2.075	-0.0006592
2.080	-0.0006595
2.085	-0.0006597
2.090	-0.0006599
2.095	-0.0006602
2.100	-0.0006604
2.105	-0.0006607
2.110	-0.0006609
2.115	-0.0006611
2.120	-0.0006614
2.125	-0.0006616
2.130	-0.0006619
2.135	-0.0006621
2.140	-0.0006623
2.145	-0.0006626
2.150	-0.0006628
2.155	-0.0006630
2.160	-0.0006633
2.165	-0.0006635
2.170	-0.0006637
2.175	-0.0006640
2.180	-0.0006642
2.185	-0.0006644
2.190	-0.0006647
2.195	-0.0006649
2.200	-0.0006651
2.205	-0.0006653
2.210	-0.0006656
2.215	-0.0006658
2.220	-0.0006660
2.225	-0.0006662
2.230	-0.0006665
2.235	-0.0006667
2.240	-0.0006669
2.245	-0.0006671
2.250	-0.0006673
2.255	-0.0006676
2.260	-0.0006678
2.265	-0.0006680
2.270	-0.0006682
2.275	-0.0006684
2.280	-0.0006687
2.285	-0.0006689
