1	,	1	,	1	,	0	,	1500	,	0	,	0	,	0	,	0.00000000	,	-0.10000000	,	0.00000000	,	-3.64996104	,	-0.00004847	,	-3.00000105	,	3.65003896	,	-0.00004847	,	-3.00000105	,	-3.64996104	,	-0.20004847	,	-3.00000105	,	3.65003896	,	-0.20004847	,	-3.00000105	,	3.65003896	,	-0.00004847	,	2.99999895	,	3.65003896	,	-0.20004847	,	2.99999895	,	-3.64996104	,	-0.00004847	,	2.99999895	,	-3.64996104	,	-0.20004847	,	2.99999895																																																																																																																																																				
2	,	0	,	1	,	1	,	700	,	0	,	0	,	0	,	-0.77000000	,	2.92000000	,	0.00000000	,	-1.58128470	,	2.58059025	,	-0.07500105	,	-1.21550661	,	2.64995153	,	-0.07500105	,	-1.58128470	,	2.58059025	,	0.07499895	,	-1.21550661	,	2.64995153	,	0.07499895	,	-0.07496104	,	3.11910118	,	-0.07500105	,	-0.07496104	,	3.11910118	,	0.07499895	,	-0.03746104	,	3.21562348	,	-0.07500105	,	-0.03746104	,	3.21562348	,	0.07499895	,	-0.07496104	,	3.28129543	,	-0.07500105	,	-0.07496104	,	3.28129543	,	0.07499895	,	-1.60981562	,	2.64995153	,	-0.07500105	,	-1.60981562	,	2.64995153	,	0.07499895																																																																																																																												
3	,	0	,	1	,	1	,	700	,	0	,	0	,	0	,	0.77000000	,	2.92000000	,	0.00000000	,	0.03753896	,	3.21562348	,	-0.07500105	,	0.07503896	,	3.28129543	,	-0.07500105	,	0.07503896	,	3.28129543	,	0.07499895	,	0.03753896	,	3.21562348	,	0.07499895	,	0.07503896	,	3.11910118	,	-0.07500105	,	0.07503896	,	3.11910118	,	0.07499895	,	1.21558454	,	2.64995153	,	-0.07500105	,	1.21558454	,	2.64995153	,	0.07499895	,	1.58136263	,	2.58059025	,	-0.07500105	,	1.58136263	,	2.58059025	,	0.07499895	,	1.60989355	,	2.64995153	,	-0.07500105	,	1.60989355	,	2.64995153	,	0.07499895																																																																																																																												
4	,	0	,	1	,	1	,	700	,	0	,	0	,	0	,	0.00000000	,	3.28000000	,	0.00000000	,	-0.07496104	,	3.28129543	,	-0.07500105	,	-0.07496104	,	3.34995153	,	-0.07500105	,	-0.07496104	,	3.34995153	,	0.07499895	,	-0.07496104	,	3.28129543	,	0.07499895	,	-0.03746104	,	3.21562348	,	-0.07500105	,	-0.03746104	,	3.21562348	,	0.07499895	,	0.03753896	,	3.21562348	,	-0.07500105	,	0.03753896	,	3.21562348	,	0.07499895	,	0.07503896	,	3.28129543	,	-0.07500105	,	0.07503896	,	3.28129543	,	0.07499895	,	0.07503896	,	3.34995153	,	-0.07500105	,	0.07503896	,	3.34995153	,	0.07499895	,	9999	,	0.07503896	,	2.74995153	,	-0.07500105	,	0.07503896	,	3.11910118	,	-0.07500105	,	0.07503896	,	2.74995153	,	0.07499895	,	0.07503896	,	3.11910118	,	0.07499895	,	0.03753896	,	3.21562348	,	-0.07500105	,	0.03753896	,	3.21562348	,	0.07499895	,	-0.03746104	,	3.21562348	,	-0.07500105	,	-0.03746104	,	3.21562348	,	0.07499895	,	-0.07496104	,	3.11910118	,	-0.07500105	,	-0.07496104	,	3.11910118	,	0.07499895	,	-0.07496104	,	2.74995153	,	-0.07500105	,	-0.07496104	,	2.74995153	,	0.07499895																																																		
5	,	0	,	1	,	1	,	700	,	0	,	0	,	0	,	0.00000000	,	2.58000000	,	0.00000000	,	-1.58128470	,	2.58059025	,	-0.07500105	,	-1.21550661	,	2.64995153	,	-0.07500105	,	-1.21550661	,	2.64995153	,	0.07499895	,	-1.58128470	,	2.58059025	,	0.07499895	,	-1.58128470	,	2.49995153	,	-0.07500105	,	-1.58128470	,	2.49995153	,	0.07499895	,	1.58136263	,	2.49995153	,	-0.07500105	,	1.58136263	,	2.49995153	,	0.07499895	,	1.58136263	,	2.58059025	,	-0.07500105	,	1.58136263	,	2.58059025	,	0.07499895	,	1.21558454	,	2.64995153	,	-0.07500105	,	1.21558454	,	2.64995153	,	0.07499895	,	9999	,	-1.70172484	,	2.49995153	,	-0.07500105	,	-1.70172484	,	2.64995153	,	-0.07500105	,	-1.70172484	,	2.64995153	,	0.07499895	,	-1.70172484	,	2.49995153	,	0.07499895	,	-1.58128470	,	2.49995153	,	-0.07500105	,	-1.58128470	,	2.49995153	,	0.07499895	,	-1.58128470	,	2.58059025	,	-0.07500105	,	-1.58128470	,	2.58059025	,	0.07499895	,	-1.60981562	,	2.64995153	,	-0.07500105	,	-1.60981562	,	2.64995153	,	0.07499895	,	9999	,	1.60989355	,	2.64995153	,	-0.07500105	,	1.58136263	,	2.58059025	,	-0.07500105	,	1.60989355	,	2.64995153	,	0.07499895	,	1.58136263	,	2.58059025	,	0.07499895	,	1.58136263	,	2.49995153	,	-0.07500105	,	1.58136263	,	2.49995153	,	0.07499895	,	1.70180277	,	2.49995153	,	-0.07500105	,	1.70180277	,	2.49995153	,	0.07499895	,	1.70180277	,	2.64995153	,	-0.07500105	,	1.70180277	,	2.64995153	,	0.07499895
6	,	0	,	1	,	1	,	1800	,	0	,	0	,	0	,	1.50000000	,	2.30000000	,	0.00000000	,	1.50003896	,	2.19995153	,	-0.15000105	,	1.42503896	,	2.19995153	,	-0.12990486	,	1.37013515	,	2.19995153	,	-0.07500105	,	1.35003896	,	2.19995153	,	-0.00000105	,	1.37013515	,	2.19995153	,	0.07499895	,	1.42503896	,	2.19995153	,	0.12990276	,	1.50003896	,	2.19995153	,	0.14999895	,	1.57503896	,	2.19995153	,	0.12990276	,	1.62994278	,	2.19995153	,	0.07499895	,	1.65003896	,	2.19995153	,	-0.00000105	,	1.62994278	,	2.19995153	,	-0.07500105	,	1.57503896	,	2.19995153	,	-0.12990486	,	1.42503896	,	2.39995153	,	-0.12990486	,	1.37013515	,	2.39995153	,	-0.07500105	,	1.35003896	,	2.39995153	,	-0.00000105	,	1.37013515	,	2.39995153	,	0.07499895	,	1.42503896	,	2.39995153	,	0.12990276	,	1.50003896	,	2.39995153	,	0.14999895	,	1.57503896	,	2.39995153	,	0.12990276	,	1.62994278	,	2.39995153	,	0.07499895	,	1.65003896	,	2.39995153	,	-0.00000105	,	1.62994278	,	2.39995153	,	-0.07500105	,	1.57503896	,	2.39995153	,	-0.12990486	,	1.50003896	,	2.39995153	,	-0.15000105																																																				
7	,	0	,	1	,	1	,	1800	,	0	,	0	,	0	,	1.50000000	,	2.10000000	,	0.00000000	,	1.50003896	,	1.99995153	,	-0.15000105	,	1.42503896	,	1.99995153	,	-0.12990486	,	1.37013515	,	1.99995153	,	-0.07500105	,	1.35003896	,	1.99995153	,	-0.00000105	,	1.37013515	,	1.99995153	,	0.07499895	,	1.42503896	,	1.99995153	,	0.12990276	,	1.50003896	,	1.99995153	,	0.14999895	,	1.57503896	,	1.99995153	,	0.12990276	,	1.62994278	,	1.99995153	,	0.07499895	,	1.65003896	,	1.99995153	,	-0.00000105	,	1.62994278	,	1.99995153	,	-0.07500105	,	1.57503896	,	1.99995153	,	-0.12990486	,	1.42503896	,	2.19995153	,	-0.12990486	,	1.37013515	,	2.19995153	,	-0.07500105	,	1.35003896	,	2.19995153	,	-0.00000105	,	1.37013515	,	2.19995153	,	0.07499895	,	1.42503896	,	2.19995153	,	0.12990276	,	1.50003896	,	2.19995153	,	0.14999895	,	1.57503896	,	2.19995153	,	0.12990276	,	1.62994278	,	2.19995153	,	0.07499895	,	1.65003896	,	2.19995153	,	-0.00000105	,	1.62994278	,	2.19995153	,	-0.07500105	,	1.57503896	,	2.19995153	,	-0.12990486	,	1.50003896	,	2.19995153	,	-0.15000105																																																				
8	,	0	,	1	,	1	,	1800	,	0	,	0	,	0	,	1.50000000	,	1.90000000	,	0.00000000	,	1.50003896	,	1.79995153	,	-0.15000105	,	1.42503896	,	1.79995153	,	-0.12990486	,	1.37013515	,	1.79995153	,	-0.07500105	,	1.35003896	,	1.79995153	,	-0.00000105	,	1.37013515	,	1.79995153	,	0.07499895	,	1.42503896	,	1.79995153	,	0.12990276	,	1.50003896	,	1.79995153	,	0.14999895	,	1.57503896	,	1.79995153	,	0.12990276	,	1.62994278	,	1.79995153	,	0.07499895	,	1.65003896	,	1.79995153	,	-0.00000105	,	1.62994278	,	1.79995153	,	-0.07500105	,	1.57503896	,	1.79995153	,	-0.12990486	,	1.42503896	,	1.99995153	,	-0.12990486	,	1.37013515	,	1.99995153	,	-0.07500105	,	1.35003896	,	1.99995153	,	-0.00000105	,	1.37013515	,	1.99995153	,	0.07499895	,	1.42503896	,	1.99995153	,	0.12990276	,	1.50003896	,	1.99995153	,	0.14999895	,	1.57503896	,	1.99995153	,	0.12990276	,	1.62994278	,	1.99995153	,	0.07499895	,	1.65003896	,	1.99995153	,	-0.00000105	,	1.62994278	,	1.99995153	,	-0.07500105	,	1.57503896	,	1.99995153	,	-0.12990486	,	1.50003896	,	1.99995153	,	-0.15000105																																																				
9	,	0	,	1	,	1	,	1800	,	0	,	0	,	0	,	1.50000000	,	1.70000000	,	0.00000000	,	1.42503896	,	1.79995153	,	-0.12990486	,	1.50003896	,	1.79995153	,	-0.15000105	,	1.57503896	,	1.79995153	,	-0.12990486	,	1.62994278	,	1.79995153	,	-0.07500105	,	1.65003896	,	1.79995153	,	-0.00000105	,	1.62994278	,	1.79995153	,	0.07499895	,	1.57503896	,	1.79995153	,	0.12990276	,	1.50003896	,	1.79995153	,	0.14999895	,	1.42503896	,	1.79995153	,	0.12990276	,	1.37013515	,	1.79995153	,	0.07499895	,	1.35003896	,	1.79995153	,	-0.00000105	,	1.37013515	,	1.79995153	,	-0.07500105	,	1.42503896	,	1.59995153	,	-0.12990486	,	1.37013515	,	1.59995153	,	-0.07500105	,	1.35003896	,	1.59995153	,	-0.00000105	,	1.37013515	,	1.59995153	,	0.07499895	,	1.42503896	,	1.59995153	,	0.12990276	,	1.50003896	,	1.59995153	,	0.14999895	,	1.57503896	,	1.59995153	,	0.12990276	,	1.62994278	,	1.59995153	,	0.07499895	,	1.65003896	,	1.59995153	,	-0.00000105	,	1.62994278	,	1.59995153	,	-0.07500105	,	1.57503896	,	1.59995153	,	-0.12990486	,	1.50003896	,	1.59995153	,	-0.15000105																																																				
10	,	0	,	1	,	1	,	1800	,	0	,	0	,	0	,	1.50000000	,	1.50000000	,	0.00000000	,	1.42503896	,	1.59995153	,	-0.12990486	,	1.50003896	,	1.59995153	,	-0.15000105	,	1.57503896	,	1.59995153	,	-0.12990486	,	1.62994278	,	1.59995153	,	-0.07500105	,	1.65003896	,	1.59995153	,	-0.00000105	,	1.62994278	,	1.59995153	,	0.07499895	,	1.57503896	,	1.59995153	,	0.12990276	,	1.50003896	,	1.59995153	,	0.14999895	,	1.42503896	,	1.59995153	,	0.12990276	,	1.37013515	,	1.59995153	,	0.07499895	,	1.35003896	,	1.59995153	,	-0.00000105	,	1.37013515	,	1.59995153	,	-0.07500105	,	1.42503896	,	1.39995153	,	-0.12990486	,	1.37013515	,	1.39995153	,	-0.07500105	,	1.35003896	,	1.39995153	,	-0.00000105	,	1.37013515	,	1.39995153	,	0.07499895	,	1.42503896	,	1.39995153	,	0.12990276	,	1.50003896	,	1.39995153	,	0.14999895	,	1.57503896	,	1.39995153	,	0.12990276	,	1.62994278	,	1.39995153	,	0.07499895	,	1.65003896	,	1.39995153	,	-0.00000105	,	1.62994278	,	1.39995153	,	-0.07500105	,	1.57503896	,	1.39995153	,	-0.12990486	,	1.50003896	,	1.39995153	,	-0.15000105																																																				
